from_occupation_code,to_occupation_code,source_id,source_record_id,transition_type,difficulty_score,transferability_score,verification_status,review_status,reviewed_by,reviewed_at,review_notes,taxonomy_version
CPX-OCC-PPM-011,CPX-OCC-BOP-002,onet,11-2022.00:13-1161.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-013,CPX-OCC-PPM-020,onet,11-3013.00:11-1021.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-013,CPX-OCC-BOP-001,onet,11-3013.00:11-3051.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-013,CPX-OCC-BOP-006,onet,11-3013.00:11-3071.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-013,CPX-OCC-PPM-019,onet,11-3013.00:11-9021.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-013,CPX-OCC-PPM-011,onet,11-3013.00:11-9141.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-013,CPX-OCC-PPM-001,onet,11-3013.00:13-1082.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-013,CPX-OCC-PPM-013,onet,11-3013.00:13-1111.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-013,CPX-OCC-ENG-017,onet,11-3013.00:17-2112.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-CBE-013,CPX-OCC-BOP-008,onet,11-3013.00:47-4011.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-PPM-001,onet,11-3021.00:13-1082.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-PPM-013,onet,11-3021.00:13-1111.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-DDA-016,onet,11-3021.00:15-1211.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-DDA-008,onet,11-3021.00:15-1212.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-DDA-007,onet,11-3021.00:15-1231.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-DDA-009,onet,11-3021.00:15-1241.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-DDA-015,onet,11-3021.00:15-1242.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-DDA-011,onet,11-3021.00:15-1243.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-DDA-001,onet,11-3021.00:15-1252.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-ENG-020,onet,11-3021.00:15-1299.08,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-PPM-017,onet,11-3021.00:15-1299.09,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-DDA-014,onet,11-3021.00:15-2051.01,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-PPM-020,onet,11-3051.00:11-1021.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-BOP-007,onet,11-3051.00:11-3051.01,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-BOP-006,onet,11-3051.00:11-3071.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-BOP-004,onet,11-3051.00:11-3071.04,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-PPM-019,onet,11-3051.00:11-9021.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-ENG-014,onet,11-3051.00:13-1081.01,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-ENG-017,onet,11-3051.00:17-2112.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-DDA-020,onet,11-3051.00:17-2112.03,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-ENG-013,onet,11-3051.00:17-2141.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-BOP-002,onet,11-3051.00:17-3026.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-007,CPX-OCC-BOP-001,onet,11-3051.01:11-3051.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-007,CPX-OCC-PPM-003,onet,11-3051.01:11-9121.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-007,CPX-OCC-BOP-008,onet,11-3051.01:11-9199.02,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-007,CPX-OCC-PPM-001,onet,11-3051.01:13-1082.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-007,CPX-OCC-CBE-009,onet,11-3051.01:17-2111.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-007,CPX-OCC-ENG-017,onet,11-3051.01:17-2112.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-007,CPX-OCC-DDA-020,onet,11-3051.01:17-2112.03,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-007,CPX-OCC-ENG-013,onet,11-3051.01:17-2141.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-007,CPX-OCC-BOP-002,onet,11-3051.01:17-3026.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-007,CPX-OCC-DDA-009,onet,11-3051.01:19-4099.01,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-DDA-017,onet,11-3051.02:11-9041.01,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-CBE-002,onet,11-3051.02:11-9199.09,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-ENG-009,onet,11-3051.02:17-2051.02,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-ENE-012,onet,11-3051.02:17-2199.03,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-ENG-019,onet,11-3051.02:17-2199.10,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-ENE-008,onet,11-3051.02:49-9081.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-ENE-007,onet,11-3051.02:51-8013.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-001,CPX-OCC-BOP-001,onet,11-3051.06:11-3051.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-001,CPX-OCC-DDA-017,onet,11-3051.06:11-9041.01,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-001,CPX-OCC-CBE-002,onet,11-3051.06:11-9199.09,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-001,CPX-OCC-ENG-009,onet,11-3051.06:17-2051.02,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-001,CPX-OCC-ENG-011,onet,11-3051.06:17-2071.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-001,CPX-OCC-ENE-012,onet,11-3051.06:17-2199.03,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-001,CPX-OCC-ENG-019,onet,11-3051.06:17-2199.10,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-001,CPX-OCC-ENG-012,onet,11-3051.06:17-2199.11,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-001,CPX-OCC-ENE-008,onet,11-3051.06:49-9081.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-001,CPX-OCC-ENE-007,onet,11-3051.06:51-8013.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-005,CPX-OCC-PPM-020,onet,11-3061.00:11-1021.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-005,CPX-OCC-DDA-017,onet,11-3061.00:11-2021.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-005,CPX-OCC-PPM-011,onet,11-3061.00:11-2022.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-005,CPX-OCC-BOP-001,onet,11-3061.00:11-3051.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-005,CPX-OCC-BOP-006,onet,11-3061.00:11-3071.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-005,CPX-OCC-BOP-004,onet,11-3061.00:11-3071.04,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-005,CPX-OCC-PPM-012,onet,11-3061.00:13-1023.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-005,CPX-OCC-ENG-014,onet,11-3061.00:13-1081.01,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-005,CPX-OCC-PPM-013,onet,11-3061.00:13-1111.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-005,CPX-OCC-DDA-014,onet,11-3061.00:15-2051.01,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-006,CPX-OCC-PPM-020,onet,11-3071.00:11-1021.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-006,CPX-OCC-CBE-013,onet,11-3071.00:11-3013.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-006,CPX-OCC-BOP-001,onet,11-3071.00:11-3051.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-006,CPX-OCC-BOP-005,onet,11-3071.00:11-3061.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-006,CPX-OCC-BOP-004,onet,11-3071.00:11-3071.04,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-006,CPX-OCC-ENG-014,onet,11-3071.00:13-1081.01,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-006,CPX-OCC-PPM-001,onet,11-3071.00:13-1082.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-006,CPX-OCC-PPM-013,onet,11-3071.00:13-1111.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-006,CPX-OCC-DDA-016,onet,11-3071.00:19-3099.01,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-004,CPX-OCC-PPM-020,onet,11-3071.04:11-1021.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-004,CPX-OCC-DDA-017,onet,11-3071.04:11-2021.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-004,CPX-OCC-BOP-001,onet,11-3071.04:11-3051.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-004,CPX-OCC-BOP-005,onet,11-3071.04:11-3061.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-004,CPX-OCC-BOP-006,onet,11-3071.04:11-3071.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-004,CPX-OCC-PPM-012,onet,11-3071.04:13-1023.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-004,CPX-OCC-ENG-014,onet,11-3071.04:13-1081.01,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-004,CPX-OCC-PPM-001,onet,11-3071.04:13-1082.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-004,CPX-OCC-PPM-013,onet,11-3071.04:13-1111.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-004,CPX-OCC-ENG-017,onet,11-3071.04:17-2112.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-004,CPX-OCC-DDA-020,onet,11-3071.04:17-2112.03,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-003,CPX-OCC-BOP-008,onet,11-3111.00:11-9199.02,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-003,CPX-OCC-DDA-016,onet,11-3111.00:13-2011.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-019,CPX-OCC-PPM-020,onet,11-9021.00:11-1021.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-019,CPX-OCC-CBE-013,onet,11-9021.00:11-3013.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-019,CPX-OCC-BOP-001,onet,11-9021.00:11-3051.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-019,CPX-OCC-ENG-018,onet,11-9021.00:11-9041.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-019,CPX-OCC-PPM-001,onet,11-9021.00:11-9199.10,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-019,CPX-OCC-PPM-009,onet,11-9021.00:13-1051.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-019,CPX-OCC-CBE-011,onet,11-9021.00:17-1011.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-019,CPX-OCC-ENG-001,onet,11-9021.00:17-2051.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-019,CPX-OCC-ENG-017,onet,11-9021.00:17-2112.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-019,CPX-OCC-ENG-013,onet,11-9021.00:17-2141.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-019,CPX-OCC-BOP-008,onet,11-9021.00:47-4011.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-018,CPX-OCC-PPM-019,onet,11-9041.00:11-9021.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-018,CPX-OCC-DDA-017,onet,11-9041.00:11-9041.01,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-018,CPX-OCC-PPM-003,onet,11-9041.00:11-9121.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-018,CPX-OCC-ENG-014,onet,11-9041.00:13-1081.01,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-018,CPX-OCC-PPM-001,onet,11-9041.00:13-1082.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-018,CPX-OCC-ENG-001,onet,11-9041.00:17-2051.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-018,CPX-OCC-ENG-011,onet,11-9041.00:17-2071.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-018,CPX-OCC-DDA-020,onet,11-9041.00:17-2072.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-018,CPX-OCC-ENG-017,onet,11-9041.00:17-2112.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-018,CPX-OCC-ENG-013,onet,11-9041.00:17-2141.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-018,CPX-OCC-ENG-019,onet,11-9041.00:17-2199.05,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-018,CPX-OCC-CBE-011,onet,11-9041.00:17-3011.00,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-018,CPX-OCC-BOP-002,onet,11-9041.00:17-3026.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-ENG-018,CPX-OCC-DDA-009,onet,11-9041.00:17-3027.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-017,CPX-OCC-BOP-001,onet,11-9041.01:11-3051.02,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-017,CPX-OCC-ENG-019,onet,11-9041.01:17-2021.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-017,CPX-OCC-ENG-014,onet,11-9041.01:17-2041.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-017,CPX-OCC-ENG-009,onet,11-9041.01:17-2051.02,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-017,CPX-OCC-ENG-017,onet,11-9041.01:17-2112.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-017,CPX-OCC-DDA-020,onet,11-9041.01:17-2112.03,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-017,CPX-OCC-ENE-012,onet,11-9041.01:17-2199.03,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-DDA-017,CPX-OCC-ENG-012,onet,11-9041.01:17-2199.11,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-003,CPX-OCC-ENG-018,onet,11-9121.00:11-9041.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-003,CPX-OCC-DDA-012,onet,11-9121.00:15-1221.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-003,CPX-OCC-DDA-009,onet,11-9121.00:15-2051.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-003,CPX-OCC-ENG-017,onet,11-9121.00:17-2112.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-011,CPX-OCC-CBE-013,onet,11-9141.00:11-3013.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-PPM-011,CPX-OCC-PPM-019,onet,11-9141.00:11-9021.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-CBE-013,onet,11-9171.00:13-1041.06,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-ENE-013,onet,11-9199.01:11-1011.03,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-PPM-003,onet,11-9199.01:11-9121.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-BOP-008,onet,11-9199.01:11-9199.02,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-001,CPX-OCC-CBE-009,onet,11-9199.01:17-2111.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-008,CPX-OCC-BOP-001,onet,11-9199.02:11-9199.01,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-008,CPX-OCC-PPM-013,onet,11-9199.02:13-1111.00,lateral,3,0.8,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-008,CPX-OCC-DDA-009,onet,11-9199.02:13-2099.04,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-008,CPX-OCC-DDA-008,onet,11-9199.02:15-1212.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-008,CPX-OCC-DDA-007,onet,11-9199.02:15-1299.05,lateral,3,0.65,source_mapped,not_reviewed,,,,2026.1
CPX-OCC-BOP-008,CPX-OCC-CBE-009,onet,11-9199.02:17-2111.00,lateral,3,0.5,source_mapped,not_reviewed,,,,2026.1
